"Country";"Frequency Range";"Allocations";"Applications"
"SK";"1840.000 - 1860.000 MHz";"1800/WindTre/downlink";"#ff6200"
"SK";"1860.000 - 1880.000 MHz";"1800/Vodafone/downlink";"#ff0000"
"SK";"1880.000 - 1900.000 MHz";"DECT";"#556B2F"
"SK";"1920.000 - 1940.000 MHz";"2100/WindTre/uplink";"#ff6200"
"SK";"1940.000 - 1955.000 MHz";"2100/TIM/uplink";"#004d94"
"SK";"1955.000 - 1965.000 MHz";"2100/Iliad/uplink";"#9c0000"
"SK";"1965.000 - 1980.000 MHz";"2100/Vodafone/uplink";"#ff0000"
"SK";"1980.000 - 2010.000 MHz";"MSS/uplink";"#B0E0E6"
"SK";"2010.000 - 2025.000 MHz";"Kamery";"#B0E0E6"
"SK";"2080.000 - 2110.000 MHz";"TV Retrans/uplink";"#B0E0E6"
"SK";"2110.000 - 2130.000 MHz";"2100/WindTre/downlink";"#ff6200"
"SK";"2130.000 - 2145.000 MHz";"2100/TIM/downlink";"#004d94"
"SK";"2145.000 - 2155.000 MHz";"2100/Iliad/downlink";"#9c0000"
"SK";"2155.000 - 2170.000 MHz";"2100/Vodafone/downlink";"#ff0000"
"SK";"2170.000 - 2200.000 MHz";"MSS/uplink";"#B0E0E6"
"SK";"2200.000 - 2300.000 MHz";"TV Retrans/downlink";"#B0E0E6"
"SK";"2300.000 - 2400.000 MHz";"Kamery";"#B0E0E6"
"SK";"2409.000 - 2415.000 MHz";"WLAN/CH 1";"#DC143C"
"SK";"2414.000 - 2420.000 MHz";"WLAN/CH 2";"#DC143C"
"SK";"2419.000 - 2425.000 MHz";"WLAN/CH 3";"#DC143C"
"SK";"2424.000 - 2430.000 MHz";"WLAN/CH 4";"#DC143C"
"SK";"2429.000 - 2435.000 MHz";"WLAN/CH 5";"#DC143C"
"SK";"2434.000 - 2440.000 MHz";"WLAN/CH 6";"#DC143C"
"SK";"2439.000 - 2445.000 MHz";"WLAN/CH 7";"#DC143C"
"SK";"2444.000 - 2450.000 MHz";"WLAN/CH 8";"#DC143C"
"SK";"2449.000 - 2455.000 MHz";"WLAN/CH 9";"#DC143C"
"SK";"2454.000 - 2460.000 MHz";"WLAN/CH 10";"#DC143C"
"SK";"2459.000 - 2465.000 MHz";"WLAN/CH 11";"#DC143C"
"SK";"2464.000 - 2470.000 MHz";"WLAN/CH 12";"#DC143C"
"SK";"2469.000 - 2475.000 MHz";"WLAN/CH 13";"#DC143C"
"SK";"2483.500 - 2500.000 MHz";"Kamery";"#B0E0E6"
"SK";"2510.000 - 2520.000 MHz";"2600/Iliad/uplink";"#9c0000"
"SK";"2520.000 - 2535.000 MHz";"2600/Vodafone/uplink";"#ff0000"
"SK";"2535.000 - 2550.000 MHz";"2600/TIM/uplink";"#004d94"
"SK";"2550.000 - 2570.000 MHz";"2600/WindTre/uplink";"#ff6200"
"SK";"2570.000 - 2600.000 MHz";"2600/WindTre/TDD";"#ff6200"
"SK";"2630.000 - 2640.000 MHz";"2600/Iliad/downlink";"#9c0000"
"SK";"2640.000 - 2655.000 MHz";"2600/Vodafone/downlink";"#ff0000"
"SK";"2655.000 - 2670.000 MHz";"2600/TIM/downlink";"#004d94"
"SK";"2670.000 - 2690.000 MHz";"2600/WindTre/downlink";"#ff6200"
"SK";"2700.000 - 2900.000 MHz";"Letecký/radar";"#FF0000"
"SK";"3437.000 - 3458.000 MHz";"3500/Fastweb/TDD";"#F5D400"
"SK";"3458.000 - 3479.000 MHz";"3500/TIM/TDD";"#004d94"
"SK";"3479.000 - 3500.000 MHz";"3500/WindTre/TDD";"#ff6200"
"SK";"3537.000 - 3558.000 MHz";"3500/Fastweb/TDD";"#F5D400"
"SK";"3558.000 - 3579.000 MHz";"3500/TIM/TDD";"#004d94"
"SK";"3579.000 - 3600.000 MHz";"3500/WindTre/TDD";"#ff6200"
"SK";"3600.000 - 3620.000 MHz";"3700/WindTre/TDD";"#ff6200"
"SK";"3620.000 - 3640.000 MHz";"3700/Iliad/TDD";"#9c0000"
"SK";"3640.000 - 3720.000 MHz";"3700/Vodafone/TDD";"#ff0000"
"SK";"3720.000 - 3800.000 MHz";"3700/TIM/TDD";"#004d94"
"SK";"3800.000 - 4200.000 MHz";"FSS/uplink";"#B0E0E6"
"SK";"5155.000 - 5165.000 MHz";"WLAN/CH 32";"#DC143C"	
"SK";"5165.000 - 5175.000 MHz";"WLAN/CH 34";"#DC143C"	
"SK";"5175.000 - 5185.000 MHz";"WLAN/CH 36";"#DC143C"
"SK";"5185.000 - 5195.000 MHz";"WLAN/CH 38";"#DC143C"
"SK";"5195.000 - 5205.000 MHz";"WLAN/CH 40";"#DC143C"
"SK";"5205.000 - 5215.000 MHz";"WLAN/CH 42";"#DC143C"
"SK";"5215.000 - 5225.000 MHz";"WLAN/CH 44";"#DC143C"
"SK";"5225.000 - 5235.000 MHz";"WLAN/CH 46";"#DC143C"
"SK";"5235.000 - 5245.000 MHz";"WLAN/CH 48";"#DC143C"
"SK";"5245.000 - 5255.000 MHz";"WLAN/CH 50";"#DC143C"
"SK";"5255.000 - 5265.000 MHz";"WLAN/CH 52";"#DC143C"
"SK";"5265.000 - 5275.000 MHz";"WLAN/CH 54";"#DC143C"
"SK";"5275.000 - 5285.000 MHz";"WLAN/CH 56";"#DC143C"
"SK";"5285.000 - 5295.000 MHz";"WLAN/CH 58";"#DC143C"
"SK";"5295.000 - 5305.000 MHz";"WLAN/CH 60";"#DC143C"
"SK";"5305.000 - 5315.000 MHz";"WLAN/CH 62";"#DC143C"
"SK";"5315.000 - 5325.000 MHz";"WLAN/CH 64";"#DC143C"
"SK";"5325.000 - 5335.000 MHz";"WLAN/CH 66";"#DC143C"
"SK";"5335.000 - 5345.000 MHz";"WLAN/CH 68";"#DC143C"
"SK";"5350.000 - 5470.000 MHz";"Meteo/radar";"#B0E0E6"
"SK";"5475.000 - 5485.000 MHz";"WLAN/CH 96";"#DC143C"	
"SK";"5495.000 - 5505.000 MHz";"WLAN/CH 100";"#DC143C"	
"SK";"5505.000 - 5515.000 MHz";"WLAN/CH 102";"#DC143C"
"SK";"5515.000 - 5525.000 MHz";"WLAN/CH 104";"#DC143C"
"SK";"5525.000 - 5535.000 MHz";"WLAN/CH 106";"#DC143C"
"SK";"5535.000 - 5545.000 MHz";"WLAN/CH 108";"#DC143C"
"SK";"5545.000 - 5555.000 MHz";"WLAN/CH 110";"#DC143C"
"SK";"5555.000 - 5565.000 MHz";"WLAN/CH 112";"#DC143C"
"SK";"5565.000 - 5575.000 MHz";"WLAN/CH 114";"#DC143C"
"SK";"5575.000 - 5585.000 MHz";"WLAN/CH 116";"#DC143C"
"SK";"5585.000 - 5595.000 MHz";"WLAN/CH 118";"#DC143C"
"SK";"5595.000 - 5605.000 MHz";"WLAN/CH 120";"#DC143C"
"SK";"5605.000 - 5615.000 MHz";"WLAN/CH 122";"#DC143C"
"SK";"5615.000 - 5625.000 MHz";"WLAN/CH 124";"#DC143C"
"SK";"5625.000 - 5635.000 MHz";"WLAN/CH 126";"#DC143C"
"SK";"5635.000 - 5645.000 MHz";"WLAN/CH 128";"#DC143C"
"SK";"5645.000 - 5655.000 MHz";"WLAN/CH 130";"#DC143C"
"SK";"5655.000 - 5665.000 MHz";"WLAN/CH 132";"#DC143C"
"SK";"5665.000 - 5675.000 MHz";"WLAN/CH 134";"#DC143C"
"SK";"5675.000 - 5685.000 MHz";"WLAN/CH 136";"#DC143C"
"SK";"5685.000 - 5695.000 MHz";"WLAN/CH 138";"#DC143C"
"SK";"5695.000 - 5705.000 MHz";"WLAN/CH 140";"#DC143C"
"SK";"5705.000 - 5715.000 MHz";"WLAN/CH 142";"#DC143C"
"SK";"5715.000 - 5725.000 MHz";"WLAN/CH 144";"#DC143C"
"SK";"5740.000 - 5750.000 MHz";"WLAN/CH 149";"#DC143C"
"SK";"5750.000 - 5760.000 MHz";"WLAN/CH 151";"#DC143C"
"SK";"5760.000 - 5770.000 MHz";"WLAN/CH 153";"#DC143C"
"SK";"5770.000 - 5780.000 MHz";"WLAN/CH 155";"#DC143C"
"SK";"5780.000 - 5790.000 MHz";"WLAN/CH 157";"#DC143C"
"SK";"5790.000 - 5800.000 MHz";"WLAN/CH 159";"#DC143C"
"SK";"5800.000 - 5810.000 MHz";"WLAN/CH 161";"#DC143C"
"SK";"5820.000 - 5830.000 MHz";"WLAN/CH 165";"#DC143C"
"SK";"5840.000 - 5850.000 MHz";"WLAN/CH 169";"#DC143C"
"SK";"5860.000 - 5870.000 MHz";"WLAN/CH 173";"#DC143C"
"SK";"26500.000 - 26700.000 MHz";"WindTre/TDD";"#DC143C"
"SK";"26700.000 - 26900.000 MHz";"Iliad/TDD";"#DC143C"
"SK";"26900.000 - 27100.000 MHz";"TIM/TDD";"#DC143C"
"SK";"27100.000 - 27300.000 MHz";"Fastweb/TDD";"#DC143C"
"SK";"27300.000 - 27500.000 MHz";"Vodafone/TDD";"#DC143C"
